,nome,cpf,idade,data,endereco,estado,pais,nivel_educacao,salario,numero_filhos,estado_civil,area_atuacao
6367,Dr. Arthur Gabriel Vieira,539.460.782-65,44,21/01/1980,"Via Gonçalves, 86
Padre Eustáquio
36641-955 Souza do Campo / MG",Tocantins,Brasil,Mestrado,10225,2,Viúvo(a),Saúde
6368,Dr. Theodoro Jesus,927.503.618-77,56,28/05/1968,"Recanto Fonseca
Petropolis
25819881 da Paz Grande / MS",São Paulo,Brasil,Mestrado,15772,2,Casado(a),
6369,Stephany Jesus,589.074.362-74,55,07/11/1968,"Praça de Oliveira, 36
Silveira
14292-092 Câmara de Aparecida / MG",Roraima,Brasil,Pós-Graduação,15693,2,Divorciado(a),Marketing
6370,Carlos Eduardo Fernandes,680.497.213-96,25,16/11/1998,"Ladeira de Pastor, 6
Boa Esperança
41045063 Campos / SE",Amazonas,Brasil,Doutorado,23014,0,Casado(a),Engenharia
6371,Clara Fonseca,604.358.219-89,32,23/09/1991,"Vila de Caldeira
Jaqueline
16303-206 Pereira / AM",Rondônia,Brasil,Ensino Médio,17972,1,Viúvo(a),Educação
6372,Maria Vitória Lima,369.582.174-46,43,14/02/1981,"Área Melina Jesus, 91
Floresta
93484422 Carvalho da Praia / PA",Tocantins,Brasil,Pós-Graduação,13297,2,Viúvo(a),Administração
6373,Theo da Cruz,547.319.028-60,20,02/08/2004,"Alameda de Cavalcante, 42
Beija Flor
48902-180 Câmara / MS",Paraíba,Brasil,Ensino Superior,5292,0,Casado(a),Engenharia
6374,Rodrigo Mendonça,923.764.518-09,36,23/04/1988,"Distrito Daniel Machado, 54
Milionario
64732-395 Fonseca de Camargo / AP",São Paulo,Brasil,Mestrado,14507,1,Casado(a),
6375,Yago Guerra,329.675.401-61,30,22/11/1993,"Parque Maitê Dias
Senhor Dos Passos
91178552 Farias de Minas / SP",Santa Catarina,Brasil,Doutorado,18739,2,Casado(a),Educação
6376,Melissa da Mata,417.532.086-53,47,02/09/1976,"Via de Pinto, 82
Lourdes
77804066 da Rosa / TO",Amapá,Brasil,Ensino Fundamental,2151,0,Solteiro(a),Administração
6377,Maria Sophia Brito,460.917.283-69,40,08/10/1983,"Viela Silveira, 8
Salgado Filho
23149817 Câmara / MA",Amapá,Brasil,Ensino Superior,7131,3,,Marketing
6378,Caio Viana,380.562.497-29,29,06/12/1994,"Trecho das Neves, 59
Alto Dos Pinheiros
97194-255 Gomes / RR",Acre,Brasil,Ensino Superior,27388,4,,Engenharia
6379,Cauã Moraes,268.734.910-04,31,29/08/1992,"Conjunto Novais, 61
Padre Eustáquio
20873342 Santos / RN",Maranhão,Brasil,Mestrado,14894,1,Solteiro(a),Administração
6380,Sr. João Miguel das Neves,780.561.924-76,24,26/04/2000,"Trecho Evelyn Viana, 55
Dom Cabral
96445-919 Aparecida do Amparo / PR",Rondônia,Brasil,Ensino Médio,28958,3,Solteiro(a),Engenharia
6381,João Gabriel Alves,157.062.984-67,39,15/01/1985,"Ladeira Rafael Campos
Atila De Paiva
73674-158 Barros de Gonçalves / SE",Acre,Brasil,Pós-Graduação,11678,4,Solteiro(a),Educação
6382,Theo Rodrigues,306.974.851-10,41,08/01/1983,"Favela Ana Laura Pinto, 7
Vila Engenho Nogueira
26752-712 da Rocha de Dias / AP",Amazonas,Brasil,Ensino Fundamental,6746,2,Viúvo(a),Administração
6383,Paulo Ramos,205.674.189-01,49,24/07/1975,"Sítio Mariana Pereira
Leonina
31453-955 Nunes de Goiás / AL",Sergipe,Brasil,Mestrado,16876,3,Viúvo(a),Marketing
6384,Bruno Brito,402.937.865-00,40,12/01/1984,"Trecho de Rodrigues, 9
Vila Paquetá
32090349 Rodrigues / AL",Paraíba,Brasil,Pós-Graduação,15285,2,Casado(a),Marketing
6385,Sra. Luísa Machado,628.097.135-02,35,22/02/1989,"Quadra de da Luz
Vila Paquetá
61963-080 da Mota do Galho / SE",Goiás,Brasil,Ensino Médio,25925,4,,Saúde
6386,Vicente Cardoso,279.804.563-00,48,26/08/1975,"Vila de Moraes, 28
Conjunto Jardim Filadélfia
01939590 Vieira dos Dourados / SP",Maranhão,Brasil,Doutorado,21736,4,Solteiro(a),Administração
6387,Manuela Moraes,510.742.693-06,37,08/11/1986,"Residencial Ana Cecília da Mota, 318
Barão Homem De Melo 2ª Seção
67116-860 Gonçalves das Pedras / GO",Roraima,Brasil,Pós-Graduação,6871,1,,Saúde
6388,Sr. Theo Macedo,035.819.476-84,44,28/08/1979,"Sítio Araújo, 58
Barro Preto
08651206 Moura do Sul / AC",Santa Catarina,Brasil,Mestrado,21507,0,Divorciado(a),Tecnologia
6389,Sr. Pedro Henrique Sá,805.647.913-93,49,10/08/1975,"Viaduto Aragão, 14
Vila Da Paz
92754-057 Campos / MG",Distrito Federal,Brasil,Ensino Superior,24309,0,Solteiro(a),Saúde
6390,Dra. Manuela Siqueira,915.207.463-34,21,18/11/2002,"Área Viana, 9
Santa Isabel
37991122 Caldeira da Mata / PI",Paraná,Brasil,Doutorado,1748,2,Divorciado(a),Saúde
6391,Rhavi Teixeira,379.802.641-69,46,20/08/1978,"Trevo Pimenta, 36
Vila Fumec
38093570 Rios / CE",Piauí,Brasil,Ensino Médio,2672,3,Casado(a),Marketing
6392,Ágatha Novais,189.763.052-21,55,23/01/1969,"Residencial Henrique Ferreira, 7
Laranjeiras
46952096 Duarte das Flores / SE",Mato Grosso,Brasil,Ensino Fundamental,22946,0,,Marketing
6393,Stephany Pacheco,532.018.974-50,59,16/08/1965,"Aeroporto da Cruz
Vila Formosa
06729-417 Fonseca / AC",Mato Grosso,Brasil,Pós-Graduação,24943,2,,
6394,Sra. Olivia Montenegro,702.415.836-08,47,24/07/1977,"Largo de Vargas, 46
João Paulo Ii
83444858 Gomes Verde / MG",Pernambuco,Brasil,Ensino Fundamental,10551,1,Casado(a),Marketing
6395,Dr. Lucas Vargas,684.071.235-44,20,06/02/2004,"Morro Anthony Pinto, 14
Barão Homem De Melo 1ª Seção
36083034 Cavalcanti / RN",Maranhão,Brasil,Ensino Fundamental,17110,2,Viúvo(a),
6396,Sr. Arthur Miguel Casa Grande,425.379.610-99,20,05/09/2003,"Esplanada de Peixoto, 71
Vila Novo São Lucas
58671204 Albuquerque das Flores / DF",Amazonas,Brasil,Ensino Superior,21717,3,Viúvo(a),Educação
6397,Bento Cunha,170.249.835-23,53,14/03/1971,"Feira Isadora Marques, 8
Vila São Francisco
86402688 Nascimento / GO",Rio de Janeiro,Brasil,Pós-Graduação,18184,1,Solteiro(a),Marketing
6398,Amanda Brito,127.608.349-13,53,21/03/1971,"Vila Bernardo da Luz, 64
Horto Florestal
10052265 Viana / AC",Mato Grosso,Brasil,Ensino Superior,23603,2,Divorciado(a),Tecnologia
6399,Lunna da Cruz,420.395.187-97,39,02/01/1985,"Núcleo Câmara, 15
Vila Ipiranga
86367-490 Martins do Oeste / TO",Tocantins,Brasil,Mestrado,6492,2,,
6400,Henry Gabriel Nascimento,789.425.136-46,24,26/04/2000,"Setor Juliana Casa Grande, 367
Grota
25459-742 Borges / RJ",Rondônia,Brasil,Ensino Médio,18351,2,Casado(a),Administração
6401,José Azevedo,738.026.451-62,26,07/05/1998,"Distrito Pedro Miguel Teixeira, 86
Vila Cloris
30944574 Rios / MA",Rio Grande do Sul,Brasil,Mestrado,16004,1,Solteiro(a),Administração
6402,Sabrina Garcia,527.096.348-56,46,18/06/1978,"Trecho Cavalcante, 9
Ipe
37903-944 Santos / PR",Minas Gerais,Brasil,Ensino Fundamental,27042,1,,Educação
6403,Arthur da Cunha,729.681.430-69,31,17/08/1993,"Travessa de Lima, 85
Conjunto Serra Verde
53106408 Santos / AP",Bahia,Brasil,Pós-Graduação,3304,1,,Saúde
6404,Rebeca Siqueira,241.960.783-03,50,15/12/1973,"Travessa Helena Leão, 24
Aparecida
43531644 Azevedo da Mata / ES",Rondônia,Brasil,Ensino Fundamental,12540,3,Divorciado(a),Tecnologia
6405,Ana Beatriz Pires,168.092.473-78,22,19/10/2001,"Lago Fonseca, 43
Dom Joaquim
29486-118 Fonseca / RN",Rio de Janeiro,Brasil,Doutorado,18532,3,,Tecnologia
6406,Ana Clara Silveira,869.741.253-64,29,15/08/1995,"Parque da Mota, 256
Goiania
47859984 Câmara do Norte / PA",Minas Gerais,Brasil,Ensino Fundamental,13909,2,,
6407,Sra. Hadassa Marques,,42,09/12/1981,"Estação Porto, 63
Vila Madre Gertrudes 1ª Seção
50890-221 das Neves de Lima / SP",Rio Grande do Norte,Brasil,Ensino Superior,2103,0,Divorciado(a),Engenharia
6408,Manuela Rodrigues,657.491.308-00,33,05/09/1990,"Estrada Barros, 2
Brasil Industrial
43940488 Novaes / AP",Acre,Brasil,Pós-Graduação,11027,4,,Administração
6409,Bruno da Paz,450.937.821-14,29,15/06/1995,"Parque de Campos, 67
São Luiz
48181-842 Dias / MG",Acre,Brasil,Pós-Graduação,6987,3,Solteiro(a),Engenharia
6410,Dr. Levi Garcia,976.853.402-83,20,02/03/2004,"Morro Igor Mendonça, 23
Padre Eustáquio
59837-911 Almeida das Flores / RJ",Pará,Brasil,Ensino Superior,1971,4,Casado(a),Engenharia
6411,Srta. Mariana Marques,437.186.529-19,50,26/06/1974,"Fazenda de Cassiano, 33
Vila Minaslandia
71878550 Aragão de Peixoto / PB",Minas Gerais,Brasil,Ensino Médio,17599,3,Viúvo(a),
6412,Ana Liz da Mata,607.521.984-67,31,16/10/1992,"Rodovia Ramos, 60
Pirineus
50924-790 Cavalcanti / SP",São Paulo,Brasil,Ensino Superior,2730,0,,Educação
6413,Mirella Castro,527.980.364-29,47,05/11/1976,"Residencial de Novais, 111
Suzana
87248-734 Leão / SC",Ceará,Brasil,Ensino Médio,9348,2,,
6414,Ana Liz Montenegro,803.659.127-86,56,26/01/1968,"Largo de Vieira, 5
Ribeiro De Abreu
90219-768 Monteiro da Mata / RN",Paraíba,Brasil,Ensino Fundamental,14521,3,Casado(a),
6415,Dr. Otávio Farias,286.379.014-50,47,03/02/1977,"Pátio de Sales, 6
Marajó
95591775 Porto Verde / RO",Distrito Federal,Brasil,Ensino Fundamental,13393,3,Solteiro(a),Engenharia
6416,Dante Sousa,748.235.916-82,31,29/11/1992,"Campo Davi Miguel Moura, 836
Grajaú
02122485 Montenegro de Carvalho / MS",Roraima,Brasil,Pós-Graduação,24717,4,,Engenharia
6417,Ana Cecília Melo,931.605.784-10,58,17/10/1965,"Rodovia Rocha, 59
Conjunto Califórnia I
43952-287 Peixoto / AC",Alagoas,Brasil,Ensino Superior,4165,2,Solteiro(a),Marketing
6418,Dra. Cecilia Macedo,926.305.148-89,53,07/05/1971,"Distrito Otávio da Cunha
Lajedo
87121290 Dias da Serra / AM",Santa Catarina,Brasil,Ensino Médio,7410,4,Divorciado(a),
6419,Dr. Apollo Araújo,137.462.809-31,49,11/07/1975,"Recanto Davi da Mata, 3
Maria Virgínia
89674-139 Vasconcelos do Galho / TO",Tocantins,Brasil,Mestrado,26801,2,Divorciado(a),Administração
6420,Yasmin Cirino,321.578.096-86,47,24/09/1976,"Via Castro, 45
Pirineus
73782033 Câmara / MG",Tocantins,Brasil,Ensino Superior,19611,4,,Engenharia
6421,Dra. Pietra da Conceição,765.129.348-73,22,14/06/2002,"Feira Léo Nogueira, 925
Vila Real 1ª Seção
40642-833 Caldeira da Prata / AL",Santa Catarina,Brasil,Pós-Graduação,6132,3,Divorciado(a),Saúde
6422,Igor Montenegro,658.317.904-01,41,12/01/1983,"Rua de Pires, 56
São Gonçalo
10470160 Silveira de Goiás / RN",São Paulo,Brasil,Ensino Superior,16043,0,,Educação
6423,Thomas Barros,607.189.453-01,25,13/11/1998,"Fazenda Fernando da Cunha, 66
Nova Vista
51396117 Costa Grande / CE",Distrito Federal,Brasil,Pós-Graduação,22824,0,Divorciado(a),Saúde
6424,Jade Almeida,712.503.649-06,29,15/01/1995,,,Brasil,Ensino Médio,5745,4,Divorciado(a),Marketing
6425,Carlos Eduardo Azevedo,159.247.038-60,49,24/08/1974,"Residencial Dias, 471
Dom Joaquim
68190-685 Novaes de Moura / RJ",Pernambuco,Brasil,Ensino Médio,17009,0,,Administração
6426,Agatha Albuquerque,483.761.295-46,56,08/11/1967,"Jardim Azevedo, 89
Santa Amelia
67520-707 Costela / SC",Ceará,Brasil,Ensino Superior,5488,2,,Tecnologia
6427,Maria Julia Fonseca,739.046.815-75,40,27/03/1984,"Lago de Correia, 45
Vila De Sá
62085-844 Sales de Santos / DF",Mato Grosso,Brasil,Doutorado,13369,3,Solteiro(a),Administração
6428,Dra. Juliana Azevedo,278.495.106-58,34,13/04/1990,"Praça Ian Correia, 63
Lourdes
33030558 Almeida / SP",Rio Grande do Sul,Brasil,Mestrado,6279,3,Viúvo(a),Administração
6429,Otávio Rodrigues,025.941.876-58,46,03/10/1977,"Parque Benjamim Costa, 17
Vila São Paulo
68782117 Moreira Alegre / PE",Espírito Santo,Brasil,Pós-Graduação,12607,1,Divorciado(a),Administração
6430,Arthur Gomes,615.948.230-06,37,03/12/1986,"Quadra Costela, 2
Esperança
37681636 Pinto / PA",Sergipe,Brasil,Mestrado,24442,2,Solteiro(a),Engenharia
6431,Thiago Casa Grande,042.169.875-67,34,07/06/1990,"Lagoa Rael da Mota, 95
Marajó
48117-175 Fogaça / PR",Acre,Brasil,Doutorado,25647,1,Divorciado(a),
6432,Sr. Rael da Conceição,056.473.129-34,22,15/12/2001,"Praça de Castro, 607
Boa Vista
97792-901 Pinto / GO",Acre,Brasil,Doutorado,4910,3,Casado(a),Saúde
6433,Giovanna Martins,574.386.219-28,23,07/10/2000,"Parque Aparecida, 18
Solimoes
58343105 Marques / PA",Mato Grosso,Brasil,Ensino Médio,8366,4,Viúvo(a),Marketing
6434,Felipe Sousa,947.230.158-41,49,17/09/1974,"Conjunto de Silveira, 61
Vila Jardim Alvorada
05611771 Macedo do Campo / PE",Pernambuco,Brasil,Doutorado,8117,4,Divorciado(a),Marketing
6435,Sr. Mathias Teixeira,365.807.421-35,27,07/08/1997,"Travessa da Paz, 134
Calafate
07686932 Rodrigues / MA",Paraíba,Brasil,Ensino Superior,20180,2,Casado(a),
6436,Bianca Mendes,509.281.467-58,32,23/04/1992,"Sítio Pedro Miguel Cardoso, 560
Vila Jardim Alvorada
67768-388 da Rosa / MA",Distrito Federal,Brasil,Ensino Médio,5672,3,Viúvo(a),Saúde
6437,Bryan Leão,540.239.186-60,47,17/01/1977,"Conjunto Alexia da Mata, 722
Vila Independencia 3ª Seção
65288982 Casa Grande / PA",Pará,Brasil,Ensino Fundamental,22456,0,Viúvo(a),Educação
6438,Amanda Almeida,615.283.947-55,50,30/04/1974,"Rua Vieira, 33
Horto Florestal
09560273 Azevedo de Aparecida / AP",Mato Grosso do Sul,Brasil,Doutorado,10457,4,Solteiro(a),Tecnologia
6439,Renan Pires,109.286.357-59,29,03/11/1994,"Praça Emanuella da Rosa, 21
Estoril
38153220 Moura / MA",Pernambuco,Brasil,Ensino Superior,17910,4,Solteiro(a),Tecnologia
6440,Juan da Luz,347.180.652-08,26,03/12/1997,"Passarela de Lopes, 137
Santa Helena
28833-422 Vargas / MA",Roraima,Brasil,Ensino Fundamental,7499,0,Casado(a),Marketing
6441,Sr. Vitor Gabriel Cavalcante,458.296.031-60,42,24/04/1982,"Jardim de Borges
Conjunto Santa Maria
59894665 Fogaça das Flores / BA",São Paulo,Brasil,Mestrado,14140,2,Solteiro(a),Saúde
6442,Luiz Gustavo da Cruz,705.648.129-94,44,24/01/1980,"Chácara Cardoso, 26
Minaslandia
80962360 da Paz do Norte / MS",Alagoas,Brasil,Ensino Fundamental,14986,2,,Educação
6443,André Siqueira,891.734.065-20,52,21/10/1971,"Jardim Josué da Mata, 2
Santa Isabel
24207554 da Mata / ES",São Paulo,Brasil,Doutorado,21647,3,Casado(a),Marketing
6444,André Pastor,613.092.874-22,38,04/03/1986,"Vila de Aragão, 223
Olhos D'água
40687-536 Albuquerque do Amparo / AP",Maranhão,Brasil,Ensino Superior,8317,0,Casado(a),Engenharia
6445,Maria Liz Monteiro,527.369.081-12,43,12/08/1981,"Núcleo Araújo, 905
Ribeiro De Abreu
09716017 Brito de Fernandes / RN",Alagoas,Brasil,Ensino Superior,17247,4,Casado(a),
6446,Caroline Rezende,235.186.407-71,52,05/10/1971,"Distrito de Montenegro, 24
Conjunto Jatoba
21407596 Rodrigues de Leão / MT",Bahia,Brasil,Mestrado,25038,3,Casado(a),Engenharia
6447,Paulo Cirino,047.853.192-32,26,09/05/1998,"Campo de da Costa
Marieta 3ª Seção
79333918 Rocha do Campo / TO",Rondônia,Brasil,Doutorado,17221,1,Solteiro(a),Tecnologia
6448,Luiz Fernando Vargas,205.846.917-85,24,22/02/2000,"Viaduto Cavalcante, 31
Milionario
98472-783 Costa / RS",Rio de Janeiro,Brasil,Ensino Fundamental,24719,2,Divorciado(a),Saúde
6449,Lucas Fogaça,965.780.314-48,37,09/12/1986,"Ladeira Stella Borges
Beija Flor
51085891 Duarte de Fernandes / PE",Santa Catarina,Brasil,Doutorado,9743,0,Casado(a),Educação
6450,Sra. Bruna Rios,,26,09/04/1998,"Distrito de da Cruz, 46
Alta Tensão 2ª Seção
71080455 Vieira Verde / SE",Amazonas,Brasil,Pós-Graduação,4684,0,Casado(a),Marketing
6451,Bruno Silva,935.628.071-12,20,17/09/2003,"Feira de da Rosa
Piraja
64359447 Costela de Teixeira / PB",Amazonas,Brasil,Pós-Graduação,28533,4,,
6452,Srta. Mariana Sampaio,846.073.512-53,24,04/01/2000,"Parque Vieira, 52
Vila Da Luz
86302951 Nogueira / SE",Paraíba,Brasil,Ensino Superior,19862,2,Divorciado(a),Saúde
6453,Lorenzo da Costa,867.291.054-02,58,26/07/1966,"Lago de Vasconcelos, 34
Conjunto São Francisco De Assis
85513-465 Ramos / TO",Rio Grande do Norte,Brasil,Pós-Graduação,19131,4,Casado(a),Tecnologia
6454,Sra. Ana Sophia Campos,679.430.528-38,57,21/11/1966,"Condomínio de Rios, 94
Conjunto Bonsucesso
10800540 Ribeiro Grande / PB",Espírito Santo,Brasil,Pós-Graduação,23202,2,Divorciado(a),Engenharia
6455,Sarah Vasconcelos,472.156.390-61,27,18/02/1997,"Quadra de Nascimento, 82
Andiroba
30993-040 Nascimento / MT",Mato Grosso,Brasil,Ensino Médio,22188,4,Divorciado(a),Educação
6456,Heloísa Gonçalves,650.438.127-53,57,29/06/1967,"Quadra Yago Barbosa, 78
Primeiro De Maio
34012924 Aparecida / MS",São Paulo,Brasil,Ensino Fundamental,7610,3,,Administração
6457,Sra. Laura Câmara,197.063.582-77,21,21/07/2003,"Rua João Gabriel Nunes, 316
Horto Florestal
16151-832 Silveira / MA",Rio de Janeiro,Brasil,Pós-Graduação,20632,2,Viúvo(a),Administração
6458,Enzo Gabriel Araújo,497.852.610-85,20,30/06/2004,"Sítio de Pereira, 299
Solar Do Barreiro
97042632 Cavalcanti de Minas / PB",Mato Grosso do Sul,Brasil,Ensino Superior,2316,1,Casado(a),Administração
6459,Lorenzo Caldeira,862.931.407-96,18,11/02/2006,"Quadra Fonseca, 716
Lagoinha
83531063 Teixeira Grande / PA",Bahia,Brasil,Ensino Médio,10020,3,Solteiro(a),Marketing
6460,Natália Andrade,698.325.417-19,41,11/03/1983,"Campo Bella Câmara, 488
Conjunto Califórnia Ii
09791990 Nunes Paulista / RR",Roraima,Brasil,Ensino Superior,3548,0,Viúvo(a),Engenharia
6461,Manuela Ferreira,563.214.890-42,44,24/06/1980,"Estação Nicolas Novais, 71
Manacas
98304-439 Correia / DF",Amazonas,Brasil,Mestrado,17224,3,Casado(a),
6462,Joaquim Sampaio,390.758.461-93,45,02/03/1979,"Travessa de Ribeiro, 85
Vila De Sá
85815755 Ramos / RS",Pernambuco,Brasil,Ensino Superior,26584,2,,Educação
6463,Júlia Câmara,356.704.928-38,46,15/04/1978,"Viaduto Ana Cecília Vieira, 6
Flavio De Oliveira
23322-276 Oliveira / DF",Piauí,Brasil,Ensino Médio,2395,4,Casado(a),Saúde
6464,Vinicius Carvalho,956.172.804-49,19,08/10/2004,"Loteamento Theo Montenegro, 757
Vila Sumaré
80392709 Santos / PR",Acre,Brasil,Ensino Superior,24311,0,,Tecnologia
6465,Maitê Rocha,376.125.480-62,21,20/03/2003,"Praça Caio Vasconcelos, 26
Independência
41349-023 Leão da Mata / MT",Minas Gerais,Brasil,Ensino Superior,26490,2,Divorciado(a),Marketing
6466,Maria Julia Novaes,218.047.569-11,34,07/04/1990,"Quadra de Silva, 930
Aeroporto
95867105 Câmara / MG",Amazonas,Brasil,Doutorado,19803,3,,Saúde
6467,Mirella Sá,680.534.217-17,53,08/09/1970,"Vila Vargas
Coração Eucarístico
09454787 Pastor / SE",Rio Grande do Norte,Brasil,Pós-Graduação,16303,3,Divorciado(a),Marketing
6468,Emanuella Alves,630.154.982-15,48,08/10/1975,"Setor da Rocha, 2
Minas Caixa
17300-551 Camargo / SE",Goiás,Brasil,Ensino Médio,27129,4,Solteiro(a),Educação
6469,Helena Costa,079.185.426-49,29,25/09/1994,"Vila de Montenegro, 28
Boa União 1ª Seção
84734853 Abreu / RR",Rio de Janeiro,Brasil,Doutorado,28683,1,,
6470,Otávio da Luz,463.957.028-74,21,28/01/2003,"Sítio de Monteiro, 88
Vila Santa Rosa
01014-750 Sousa do Norte / RR",Amazonas,Brasil,Mestrado,10788,3,Viúvo(a),Saúde
6471,Ana Vitória Pastor,958.273.640-29,37,22/03/1987,"Largo Silva, 18
Alta Tensão 1ª Seção
55480680 Cassiano / SE",Maranhão,Brasil,Doutorado,25444,0,Solteiro(a),Saúde
6472,Olívia Alves,013.625.948-06,40,05/08/1984,"Praça da Cruz, 6
Ipe
23114-370 Nunes da Praia / SC",Mato Grosso do Sul,Brasil,Pós-Graduação,11296,3,Divorciado(a),Administração
6473,Oliver Sampaio,813.920.564-89,51,24/03/1973,"Morro de Peixoto, 20
Boa União 1ª Seção
62174533 Garcia / PI",Mato Grosso,Brasil,Pós-Graduação,13793,1,Casado(a),Administração
6474,Igor Sá,408.927.165-76,60,04/04/1964,"Travessa Maria Laura Sá, 30
Vila Satélite
51216774 da Mata de Pereira / AM",Santa Catarina,Brasil,Doutorado,17572,0,Casado(a),Administração
6475,Davi Pacheco,751.439.206-80,60,18/07/1964,"Residencial de Silveira
Barão Homem De Melo 2ª Seção
82017293 Ribeiro do Sul / TO",Rio Grande do Norte,Brasil,Ensino Superior,29882,4,Casado(a),Saúde
6476,Davi Lucas Azevedo,864.795.312-64,51,13/01/1973,"Favela Cauê Brito, 360
Coqueiros
35462-592 da Rocha / AC",Goiás,Brasil,Mestrado,9225,2,Solteiro(a),Saúde
6477,Laís Vieira,952.413.706-25,26,15/07/1998,"Praia Fonseca, 19
Vila Da Luz
17692035 Martins / CE",Mato Grosso do Sul,Brasil,Mestrado,20140,3,Viúvo(a),Educação
6478,Maria Eduarda Fogaça,608.319.247-13,27,19/09/1996,"Distrito Marcos Vinicius da Rosa
Vila Fumec
19814531 Siqueira / GO",São Paulo,Brasil,Pós-Graduação,14784,3,Casado(a),Engenharia
6479,Maria Júlia Sá,263.801.754-07,37,20/09/1986,"Recanto de Mendonça, 193
Santa Helena
08883750 da Luz / PB",Sergipe,Brasil,Ensino Fundamental,8901,1,,
6480,Luísa Farias,729.548.630-56,45,22/07/1979,"Praça de Pastor, 23
Vila Jardim Leblon
38098-143 Dias dos Dourados / AP",Pará,Brasil,Mestrado,27153,2,Casado(a),Educação
6481,Dr. Vitor Hugo das Neves,056.981.234-89,36,29/11/1987,"Conjunto Cirino, 1
Alta Tensão 1ª Seção
11660-653 Lopes / GO",Paraíba,Brasil,Doutorado,21979,1,Solteiro(a),Marketing
6482,Sr. Lucas Farias,062.379.815-86,38,24/11/1985,"Feira Cavalcanti, 679
Santa Rita De Cássia
05257022 Casa Grande do Galho / CE",Rondônia,Brasil,Ensino Médio,11443,0,Casado(a),Administração
6483,Théo Peixoto,145.083.297-05,41,07/11/1982,"Travessa Azevedo, 18
Vila Antena Montanhês
35752-715 Novaes / SC",Rio Grande do Norte,Brasil,Doutorado,10883,4,,Engenharia
6484,Sr. Daniel Rocha,860.531.742-62,48,29/05/1976,"Largo de Nascimento, 501
Ademar Maldonado
11887-296 Fonseca da Serra / PA",Sergipe,Brasil,Doutorado,19613,4,Divorciado(a),Educação
6485,Ana Sophia Viana,278.349.651-82,24,12/07/2000,"Aeroporto de Vargas, 569
Vila Nova Gameleira 1ª Seção
13209-748 Silveira / AM",Maranhão,Brasil,Ensino Superior,7078,3,Solteiro(a),Tecnologia
6486,Thiago Sá,453.906.812-15,18,04/08/2006,"Trecho Rodrigo Moraes, 786
Santa Terezinha
54887431 Guerra / PA",Distrito Federal,Brasil,Mestrado,5016,1,,Tecnologia
6487,Theo Farias,098.731.542-05,22,22/02/2002,"Fazenda de Sá, 959
Graça
96288381 Machado de Almeida / MS",Roraima,Brasil,Ensino Superior,27337,0,Casado(a),Marketing
6488,Sra. Emanuelly Fernandes,481.027.953-79,53,20/08/1971,"Condomínio Larissa da Cunha, 92
Mala E Cuia
74433-661 das Neves / RJ",Alagoas,Brasil,Pós-Graduação,5247,4,,Tecnologia
6489,Luara Cavalcante,380.519.274-60,30,05/12/1993,"Trevo Moreira, 75
Bonsucesso
00966895 Porto das Flores / PA",Pará,Brasil,Mestrado,16818,0,Casado(a),Engenharia
6490,Arthur Miguel Sousa,034.275.861-62,19,23/02/2005,"Viela de Melo, 61
Marilandia
95110550 Andrade / RN",Paraíba,Brasil,Doutorado,17072,2,Solteiro(a),Administração
6491,Maria Helena Carvalho,421.653.709-06,18,09/04/2006,"Morro Lucas Gabriel Gonçalves, 570
Vila Betânia
06072-559 Costa / SC",Paraná,Brasil,Pós-Graduação,26028,1,Solteiro(a),Educação
6492,Ana Clara Gomes,942.813.750-23,46,10/12/1977,"Distrito Pires, 745
Vila Trinta E Um De Março
06486399 Silva Alegre / RR",Mato Grosso,Brasil,Pós-Graduação,23239,3,Viúvo(a),
6493,Kamilly Mendonça,,41,28/04/1983,"Quadra Albuquerque, 88
Bandeirantes
30545577 Caldeira da Praia / MG",Minas Gerais,Brasil,Ensino Fundamental,16315,2,,
6494,Emanuel Santos,814.756.920-30,27,10/06/1997,"Condomínio Moreira, 81
Pindura Saia
27323-997 Silveira / PI",Bahia,Brasil,Ensino Superior,29033,3,Solteiro(a),Saúde
6495,Ravy Novaes,901.245.836-60,20,28/10/2003,"Conjunto de Pereira, 61
Santa Efigênia
38668-541 Borges / PA",Piauí,Brasil,Pós-Graduação,16148,1,Solteiro(a),Engenharia
6496,Calebe Alves,261.890.735-30,31,22/10/1992,"Fazenda Barbosa, 15
Santa Maria
91453-634 Castro / AC",Sergipe,Brasil,Ensino Superior,4112,1,Solteiro(a),Educação
6497,Eduardo Carvalho,096.817.342-03,52,02/05/1972,,,Brasil,Doutorado,12116,2,Divorciado(a),Educação
6498,Sra. Anna Liz Siqueira,891.024.736-31,28,14/06/1996,"Viaduto Caleb Leão
Marieta 2ª Seção
29808072 da Conceição / CE",Piauí,Brasil,Ensino Fundamental,15379,2,Casado(a),Engenharia
6499,Nicole Carvalho,930.516.428-51,27,02/12/1996,"Passarela Nina Moraes, 73
Santo Antônio
26272-092 Dias de Minas / BA",Amazonas,Brasil,Ensino Superior,9938,0,,Educação
6500,Caroline Garcia,250.678.943-00,27,29/12/1996,"Rua de Rocha, 18
Nova Gameleira
72617191 Cirino da Prata / MT",Amazonas,Brasil,Ensino Médio,9553,3,Divorciado(a),
6501,Bernardo Teixeira,234.795.618-37,36,07/10/1987,"Estrada Bruna das Neves, 14
Bela Vitoria
31256456 Gomes dos Dourados / MG",Minas Gerais,Brasil,Ensino Médio,17764,3,Casado(a),Saúde
